order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,quantity,discount_percent,sale_price,profit
5738,2023-06-24,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10003194,20,2,3,19.8,0.1999999999999993
5739,2022-01-02,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10004233,30,3,5,39.6,0.3999999999999986
5740,2022-10-09,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,OFF-PA-10000232,10,2,4,9.9,0.09999999999999964
5741,2022-10-19,First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,FUR-FU-10001095,30,1,4,29.7,0.3000000000000007
5742,2023-06-30,First Class,Corporate,United States,Fairfield,California,94533,West,Technology,Machines,TEC-MA-10004679,490,2,4,524.7,5.2999999999999545
5743,2022-08-20,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,OFF-PA-10003651,30,4,4,29.7,0.3000000000000007
5744,2022-04-15,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Paper,OFF-PA-10000743,20,3,2,19.8,0.1999999999999993
5745,2023-04-01,First Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Storage,OFF-ST-10002743,710,7,4,792.0,8.0
5746,2022-05-29,First Class,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,FUR-FU-10003829,20,7,4,19.8,0.1999999999999993
5747,2023-09-08,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Phones,TEC-PH-10002496,230,2,5,247.5,2.5
5748,2022-01-04,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,TEC-AC-10002473,60,3,3,69.3,0.7000000000000028
5749,2022-06-20,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Accessories,TEC-AC-10004877,20,3,3,19.8,0.1999999999999993
5750,2022-02-03,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Phones,TEC-PH-10000923,60,5,4,69.3,0.7000000000000028
5751,2022-12-17,Standard Class,Consumer,United States,Buffalo Grove,Illinois,60089,Central,Furniture,Tables,FUR-TA-10001539,320,3,3,356.4,3.6000000000000227
5752,2023-06-22,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10003498,40,3,2,39.6,0.3999999999999986
5753,2023-07-22,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Labels,OFF-LA-10004484,20,5,4,19.8,0.1999999999999993
5754,2023-03-12,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,FUR-CH-10000015,740,4,2,861.3,8.700000000000045
5755,2022-04-20,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10003732,10,2,3,9.9,0.09999999999999964
5756,2023-04-23,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Office Supplies,Appliances,OFF-AP-10004052,0,4,4,0.0,0.0
5757,2023-07-09,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Copiers,TEC-CO-10002095,1740,5,3,1980.0,20.0
5758,2023-06-27,Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10004270,40,3,2,49.5,0.5
5759,2023-01-13,First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,TEC-MA-10000423,30,3,4,29.7,0.3000000000000007
5760,2023-05-05,Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10001526,450,4,3,475.2,4.800000000000011
5761,2023-07-22,Same Day,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10002194,10,1,2,9.9,0.09999999999999964
5762,2022-04-27,First Class,Consumer,United States,Lake Forest,California,92630,West,Office Supplies,Appliances,OFF-AP-10000828,480,3,2,534.6,5.399999999999977
5763,2023-11-25,First Class,Consumer,United States,Lake Forest,California,92630,West,Furniture,Furnishings,FUR-FU-10001473,50,4,4,49.5,0.5
5764,2023-11-26,First Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Chairs,FUR-CH-10004983,1200,10,4,1435.5,14.5
5765,2023-12-16,Second Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10003994,300,6,4,346.5,3.5
5766,2023-04-04,Standard Class,Consumer,United States,Redding,California,96003,West,Technology,Phones,TEC-PH-10004447,310,3,4,326.7,3.3000000000000114
5767,2023-07-16,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Labels,OFF-LA-10004545,50,6,5,59.4,0.6000000000000014
5768,2023-10-30,Second Class,Corporate,United States,Houston,Texas,77070,Central,Technology,Accessories,TEC-AC-10003116,80,6,3,89.1,0.9000000000000057
5769,2022-09-07,Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Labels,OFF-LA-10001641,0,1,2,0.0,0.0
5770,2023-09-13,Standard Class,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,OFF-PA-10002377,20,4,5,19.8,0.1999999999999993
5771,2022-04-29,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10000010,10,3,2,9.9,0.09999999999999964
5772,2023-02-15,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10002651,950,4,4,1148.4,11.599999999999909
5773,2022-03-27,Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,TEC-CO-10002313,550,1,4,594.0,6.0
5774,2023-07-16,Standard Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Storage,OFF-ST-10001580,20,2,3,19.8,0.1999999999999993
5775,2022-04-20,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10001545,580,7,2,633.6,6.399999999999977
5776,2022-02-26,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10004826,10,1,2,9.9,0.09999999999999964
5777,2023-11-06,Standard Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Binders,OFF-BI-10000301,20,3,5,19.8,0.1999999999999993
5778,2022-04-13,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10000994,90,1,3,99.0,1.0
5779,2023-01-04,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003156,20,3,2,29.7,0.3000000000000007
5780,2022-12-22,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,FUR-CH-10000988,100,1,4,108.9,1.0999999999999943
5781,2022-05-25,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,TEC-MA-10003329,70,3,3,69.3,0.7000000000000028
5782,2023-09-04,Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Art,OFF-AR-10001547,0,1,4,0.0,0.0
5783,2023-10-08,Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Envelopes,OFF-EN-10003072,20,4,3,19.8,0.1999999999999993
5784,2023-10-20,Second Class,Consumer,United States,Chico,California,95928,West,Office Supplies,Paper,OFF-PA-10000726,30,4,4,39.6,0.3999999999999986
5785,2023-02-18,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,FUR-BO-10001972,200,6,3,217.8,2.1999999999999886
5786,2022-07-18,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Supplies,OFF-SU-10004664,40,6,2,39.6,0.3999999999999986
5787,2022-11-11,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Binders,OFF-BI-10003676,20,7,4,19.8,0.1999999999999993
5788,2022-02-12,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10003727,80,7,2,99.0,1.0
5789,2023-02-05,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10003829,10,5,2,9.9,0.09999999999999964
5790,2022-04-06,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10003712,0,3,4,0.0,0.0
5791,2023-02-15,First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Fasteners,OFF-FA-10002280,40,7,2,39.6,0.3999999999999986
5792,2023-02-01,First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Chairs,FUR-CH-10002961,70,1,4,69.3,0.7000000000000028
5793,2023-07-15,First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Appliances,OFF-AP-10002578,90,2,2,99.0,1.0
5794,2022-09-10,First Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Furnishings,FUR-FU-10004848,40,1,3,49.5,0.5
5795,2022-04-06,First Class,Consumer,United States,Bakersfield,California,93309,West,Office Supplies,Binders,OFF-BI-10003364,50,2,3,49.5,0.5
5796,2022-08-18,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10002615,1300,9,4,1386.0,14.0
5797,2022-04-25,Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000521,110,4,2,118.8,1.2000000000000028
5798,2022-06-12,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10000121,20,3,5,19.8,0.1999999999999993
5799,2023-01-03,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001289,80,2,4,79.2,0.7999999999999972
5800,2023-03-04,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10004495,340,2,5,415.8,4.199999999999989
5801,2023-10-07,First Class,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,TEC-PH-10000895,520,4,2,574.2,5.7999999999999545
5802,2022-12-21,First Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,OFF-PA-10000552,10,2,3,9.9,0.09999999999999964
5803,2022-01-22,First Class,Consumer,United States,Thousand Oaks,California,91360,West,Technology,Phones,TEC-PH-10000376,20,2,5,19.8,0.1999999999999993
5804,2023-02-02,Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,OFF-AR-10003504,10,3,5,9.9,0.09999999999999964
5805,2023-09-03,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10000943,50,4,2,59.4,0.6000000000000014
5806,2023-03-18,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Bookcases,FUR-BO-10003441,180,3,2,207.9,2.0999999999999943
5807,2022-06-27,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,OFF-PA-10002195,10,3,4,9.9,0.09999999999999964
5808,2023-02-19,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Appliances,OFF-AP-10001205,80,2,3,89.1,0.9000000000000057
5809,2023-07-04,Second Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,OFF-AR-10002987,20,2,3,29.7,0.3000000000000007
5810,2023-04-22,Standard Class,Corporate,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,FUR-FU-10000723,110,4,5,128.7,1.3000000000000114
5811,2022-02-11,Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10003127,90,4,4,108.9,1.0999999999999943
5812,2022-07-24,Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10000747,80,2,2,89.1,0.9000000000000057
5813,2022-11-06,Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,TEC-PH-10001795,1270,3,3,1475.1,14.900000000000091
5814,2022-01-31,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10003797,20,3,2,19.8,0.1999999999999993
5815,2023-07-26,First Class,Consumer,United States,Tampa,Florida,33614,South,Technology,Accessories,TEC-AC-10002718,10,1,3,9.9,0.09999999999999964
5816,2022-07-12,Same Day,Consumer,United States,Utica,New York,13501,East,Technology,Phones,TEC-PH-10002170,230,4,3,277.2,2.8000000000000114
5817,2022-01-02,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,OFF-BI-10001078,10,3,3,9.9,0.09999999999999964
5818,2022-05-21,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Binders,OFF-BI-10001031,20,4,3,19.8,0.1999999999999993
5819,2022-11-24,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,OFF-LA-10001158,80,9,2,89.1,0.9000000000000057
5820,2022-03-09,Same Day,Consumer,United States,Utica,New York,13501,East,Office Supplies,Labels,OFF-LA-10001613,10,4,5,9.9,0.09999999999999964
5821,2022-08-11,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10000157,200,2,3,237.6,2.4000000000000057
5822,2022-10-09,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10004868,10,1,2,9.9,0.09999999999999964
5823,2023-05-05,Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,FUR-TA-10001520,270,5,2,287.1,2.8999999999999773
5824,2022-10-11,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001900,20,4,2,19.8,0.1999999999999993
5825,2022-01-05,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10003971,20,3,3,29.7,0.3000000000000007
5826,2022-04-18,Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000418,340,4,5,415.8,4.199999999999989
5827,2023-01-22,Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004626,70,1,5,89.1,0.9000000000000057
5828,2022-01-31,Second Class,Home Office,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004860,150,2,3,178.2,1.8000000000000114
5829,2023-11-03,Second Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10003251,10,2,4,9.9,0.09999999999999964
5830,2022-01-30,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Tables,FUR-TA-10004575,530,2,2,574.2,5.7999999999999545
5831,2022-09-02,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Chairs,FUR-CH-10004754,20,1,2,29.7,0.3000000000000007
5832,2022-01-29,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Accessories,TEC-AC-10003095,470,4,5,514.8,5.2000000000000455
5833,2023-12-05,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Office Supplies,Labels,OFF-LA-10000262,10,3,5,9.9,0.09999999999999964
5834,2023-12-12,Standard Class,Consumer,United States,Concord,North Carolina,28027,South,Furniture,Chairs,FUR-CH-10002961,330,5,5,356.4,3.6000000000000227
5835,2023-01-13,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10003876,50,5,4,59.4,0.6000000000000014
5836,2023-02-16,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Binders,OFF-BI-10002133,30,3,4,39.6,0.3999999999999986
5837,2022-09-27,Standard Class,Consumer,United States,Miami,Florida,33178,South,Technology,Accessories,TEC-AC-10004396,60,5,4,69.3,0.7000000000000028
5838,2023-12-27,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,TEC-PH-10004100,50,4,3,59.4,0.6000000000000014
5839,2023-08-30,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10000636,80,5,2,79.2,0.7999999999999972
5840,2023-03-05,Second Class,Home Office,United States,Arlington,Virginia,22204,South,Office Supplies,Paper,OFF-PA-10001972,30,5,2,29.7,0.3000000000000007
5841,2022-02-05,Second Class,Home Office,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,FUR-FU-10002554,40,2,2,49.5,0.5
5842,2023-03-08,Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,TEC-PH-10003174,340,4,2,415.8,4.199999999999989
5843,2022-07-05,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10001418,280,5,5,297.0,3.0
5844,2023-11-08,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,FUR-FU-10002813,70,4,5,79.2,0.7999999999999972
5845,2023-05-02,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10000129,650,7,5,772.2,7.7999999999999545
5846,2022-08-23,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10001639,30,5,3,29.7,0.3000000000000007
5847,2022-08-15,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10001708,210,2,5,227.7,2.3000000000000114
5848,2023-11-25,Standard Class,Consumer,United States,San Diego,California,92105,West,Furniture,Furnishings,FUR-FU-10001591,40,3,4,39.6,0.3999999999999986
5849,2022-05-20,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Appliances,OFF-AP-10003849,600,2,2,712.8,7.2000000000000455
5850,2023-07-26,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Storage,OFF-ST-10000078,680,3,5,792.0,8.0
5851,2022-05-01,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Technology,Copiers,TEC-CO-10001571,470,1,5,544.5,5.5
5852,2023-12-06,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Office Supplies,Binders,OFF-BI-10001658,60,3,3,69.3,0.7000000000000028
5853,2023-07-12,Standard Class,Home Office,United States,Roseville,Minnesota,55113,Central,Furniture,Furnishings,FUR-FU-10004351,30,3,4,29.7,0.3000000000000007
5854,2023-08-17,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,OFF-BI-10003314,10,2,5,9.9,0.09999999999999964
5855,2023-03-20,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10001505,30,7,4,29.7,0.3000000000000007
5856,2022-07-13,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Supplies,OFF-SU-10003567,20,3,3,19.8,0.1999999999999993
5857,2022-03-08,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,OFF-BI-10002982,0,1,5,0.0,0.0
5858,2023-11-01,Standard Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,FUR-FU-10002364,10,5,4,9.9,0.09999999999999964
5859,2022-09-21,Second Class,Consumer,United States,Concord,California,94521,West,Furniture,Bookcases,FUR-BO-10004218,210,2,4,237.6,2.4000000000000057
5860,2022-09-20,Standard Class,Consumer,United States,Conway,Arkansas,72032,South,Furniture,Tables,FUR-TA-10002530,260,2,5,297.0,3.0
5861,2023-09-10,Second Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10001526,10,2,5,9.9,0.09999999999999964
5862,2023-04-30,Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10001497,100,2,5,108.9,1.0999999999999943
5863,2022-10-01,Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10003936,20,3,2,19.8,0.1999999999999993
5864,2023-05-11,Second Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,OFF-AR-10000716,10,2,3,9.9,0.09999999999999964
5865,2022-12-16,Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Appliances,OFF-AP-10002765,60,3,3,79.2,0.7999999999999972
5866,2022-01-10,Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Office Supplies,Art,OFF-AR-10004165,0,2,4,0.0,0.0
5867,2022-11-19,Second Class,Corporate,United States,Meriden,Connecticut,6450,East,Furniture,Chairs,FUR-CH-10002335,1010,5,4,1118.7,11.299999999999955
5868,2022-04-27,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,OFF-AR-10004078,0,1,3,0.0,0.0
5869,2022-08-19,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,OFF-BI-10002026,80,6,2,99.0,1.0
5870,2023-04-04,Standard Class,Home Office,United States,Cheyenne,Wyoming,82001,West,Furniture,Chairs,FUR-CH-10001215,1380,4,4,1584.0,16.0
5871,2022-02-01,Same Day,Corporate,United States,Anaheim,California,92804,West,Furniture,Tables,FUR-TA-10001771,1190,7,5,1277.1,12.900000000000091
5872,2022-09-23,Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Furniture,Furnishings,FUR-FU-10004006,120,3,3,128.7,1.3000000000000114
5873,2022-11-02,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,OFF-ST-10003282,50,1,2,59.4,0.6000000000000014
5874,2022-12-06,Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,OFF-BI-10002353,90,7,3,108.9,1.0999999999999943
5875,2022-08-02,Same Day,Home Office,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,OFF-BI-10004141,10,3,2,9.9,0.09999999999999964
5876,2023-04-21,First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,OFF-AR-10001954,10,3,3,9.9,0.09999999999999964
5877,2023-10-03,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,OFF-BI-10001071,400,7,4,445.5,4.5
5878,2022-11-15,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Paper,OFF-PA-10003022,20,3,3,19.8,0.1999999999999993
5879,2023-10-06,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,OFF-AP-10001293,240,6,2,247.5,2.5
5880,2023-06-15,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001815,170,4,5,188.1,1.9000000000000057
5881,2022-01-16,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10001215,700,2,5,792.0,8.0
5882,2023-12-21,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10000100,340,9,4,366.3,3.6999999999999886
5883,2022-10-31,Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,FUR-CH-10002880,830,9,4,881.1,8.899999999999977
5884,2022-08-15,Second Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,FUR-FU-10004712,20,2,4,29.7,0.3000000000000007
5885,2022-07-12,Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Supplies,OFF-SU-10000151,4320,3,2,4860.9,49.100000000000364
5886,2023-05-26,Same Day,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10000136,10,3,2,9.9,0.09999999999999964
5887,2023-08-12,Same Day,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003610,160,3,3,178.2,1.8000000000000114
5888,2022-06-06,First Class,Corporate,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,OFF-ST-10001837,30,1,5,39.6,0.3999999999999986
5889,2022-09-29,Standard Class,Consumer,United States,Owensboro,Kentucky,42301,South,Office Supplies,Paper,OFF-PA-10001952,40,2,4,49.5,0.5
5890,2023-04-01,First Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Binders,OFF-BI-10002414,30,2,4,29.7,0.3000000000000007
5891,2022-10-24,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10001790,30,1,3,39.6,0.3999999999999986
5892,2022-03-03,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10001590,20,2,5,19.8,0.1999999999999993
5893,2023-07-12,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10003657,70,3,2,79.2,0.7999999999999972
5894,2023-12-15,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,OFF-BI-10004876,0,1,3,0.0,0.0
5895,2023-12-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10003123,90,3,3,99.0,1.0
5896,2022-08-24,Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Labels,OFF-LA-10003498,40,3,2,39.6,0.3999999999999986
5897,2023-09-25,Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Paper,OFF-PA-10004947,20,5,3,19.8,0.1999999999999993
5898,2023-03-28,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,FUR-FU-10003799,70,4,4,69.3,0.7000000000000028
5899,2023-01-11,Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Technology,Phones,TEC-PH-10000673,230,4,3,257.4,2.6000000000000227
5900,2022-11-20,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10002621,10,1,4,9.9,0.09999999999999964
5901,2022-11-09,Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004528,20,9,5,19.8,0.1999999999999993
5902,2022-06-05,Standard Class,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,FUR-FU-10001889,30,3,4,29.7,0.3000000000000007
5903,2022-06-21,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10000157,60,3,4,59.4,0.6000000000000014
5904,2022-11-27,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10002764,40,4,4,49.5,0.5
5905,2022-06-14,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10000143,30,5,4,29.7,0.3000000000000007
5906,2023-09-28,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,OFF-LA-10000414,30,4,3,39.6,0.3999999999999986
5907,2023-05-13,Same Day,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10003441,20,1,4,19.8,0.1999999999999993
5908,2022-06-17,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10002353,20,2,3,19.8,0.1999999999999993
5909,2022-01-08,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Appliances,OFF-AP-10001303,50,3,3,59.4,0.6000000000000014
5910,2023-09-12,Standard Class,Corporate,United States,San Jose,California,95123,West,Furniture,Furnishings,FUR-FU-10003026,10,3,4,9.9,0.09999999999999964
5911,2022-11-24,Standard Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10000632,80,3,2,99.0,1.0
5912,2022-09-24,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,OFF-ST-10001328,40,3,3,49.5,0.5
5913,2022-03-11,Second Class,Corporate,United States,Owensboro,Kentucky,42301,South,Office Supplies,Supplies,OFF-SU-10004661,20,3,5,29.7,0.3000000000000007
5914,2023-11-21,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000617,10,5,2,9.9,0.09999999999999964
5915,2023-08-07,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10002762,70,7,4,89.1,0.9000000000000057
5916,2022-06-08,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10001973,180,2,2,198.0,2.0
5917,2022-09-07,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10003058,80,4,2,89.1,0.9000000000000057
